Square Footage,Number of Occupants,Appliances Used,Average Temperature,Energy Consumption,Building Type_Industrial,Building Type_Residential,Day of Week_Weekend,Energy Status (Class)
46460,3,18,25.95,5083.26,True,False,True,2
39504,86,46,12.07,5744.86,False,False,False,2
24010,87,36,19.67,4242.17,False,True,False,1
49287,60,42,18.31,5862.82,False,False,False,2
41260,35,38,29.66,4524.71,False,True,True,1
40983,66,47,12.96,5634.35,False,False,False,2
32847,34,35,19.28,4085.95,False,True,True,1
28029,38,15,18.72,3987.84,False,False,True,1
46740,19,25,10.29,4475.56,False,True,True,1
39724,44,38,14.79,5662.27,True,False,False,2
33797,86,13,13.96,5290.06,True,False,False,2
45238,72,47,20.95,5867.13,False,False,False,2
5584,21,9,29.51,2521.63,False,False,True,0
46697,70,7,25.71,5096.3,False,False,False,2
47804,99,38,31.79,5481.27,False,True,True,2
23696,85,29,11.31,4058.25,False,True,True,1
46219,49,41,29.52,5473.33,False,False,True,2
42273,99,36,21.27,6217.3,True,False,True,2
48017,1,8,32.46,4958.57,True,False,False,2
16396,79,49,10.39,5037.86,True,False,True,2
39841,47,7,25.25,5025.81,True,False,False,2
21109,78,36,10.33,4003.79,False,True,True,1
4518,85,27,15.09,3540.45,False,False,True,1
25838,75,27,24.06,4011.58,False,True,False,1
36423,89,29,18.3,4749.64,False,True,False,1
27223,86,44,30.86,5446.83,True,False,True,2
31963,69,5,10.24,4886.94,True,False,False,1
41860,28,34,23.64,4934.8,False,False,True,2
47100,5,1,10.13,4374.33,False,False,True,1
5148,72,18,26.98,3202.5,False,False,True,0
23519,55,45,14.99,5101.01,True,False,False,2
1620,72,23,20.14,2660.28,False,True,True,0
2579,32,49,12.3,2867.44,False,True,True,0
42374,36,28,29.67,5390.35,True,False,True,2
42740,60,22,15.42,4649.88,False,True,False,1
43908,1,28,19.15,5219.66,True,False,False,2
40787,35,4,13.99,3949.4,False,True,False,1
39530,59,25,23.69,4498.07,False,True,False,1
10895,18,26,34.47,2622.38,False,True,False,0
33562,61,41,34.63,4934.94,False,False,True,2
26321,89,43,13.9,4496.55,False,True,True,1
41901,23,26,33.56,4677.23,False,False,True,1
13213,79,30,26.73,3916.99,False,False,True,1
22230,16,25,29.13,3125.85,False,True,True,0
29102,31,41,32.35,3973.35,False,True,False,1
29692,13,45,26.11,3884.07,False,True,True,1
48979,61,1,24.54,4506.27,False,True,False,1
36955,71,27,28.08,4957.36,False,False,True,2
13724,13,4,20.76,2342.38,False,True,False,0
39209,67,24,21.48,5003.05,False,False,True,2
34677,55,29,18.34,5272.15,True,False,True,2
29509,64,47,14.73,4481.81,False,True,True,1
47233,66,8,10.16,4680.87,False,True,False,1
38500,42,49,25.31,4698.47,False,True,True,1
19756,61,47,33.38,4370.89,False,False,True,1
31159,35,42,17.84,4208.74,False,True,False,1
17675,48,36,19.41,4036.68,False,False,False,1
20123,13,19,24.92,3441.55,False,False,False,1
25361,77,26,24.09,3937.59,False,True,True,1
49256,82,35,30.7,5329.29,False,True,True,2
35339,85,27,32.39,4494.99,False,True,True,1
12153,75,23,16.83,3733.52,False,False,True,1
39698,85,36,17.99,6014.94,True,False,False,2
18833,30,25,22.66,4178.36,True,False,False,1
21081,5,25,26.29,2972.61,False,True,True,0
15061,43,21,26.86,4018.77,True,False,False,1
41631,13,6,29.32,4684.93,True,False,True,1
19529,85,19,28.85,4612.22,True,False,False,1
33539,21,15,28.71,3593.42,False,True,False,1
28196,74,19,24.55,3907.03,False,True,True,1
3420,61,49,12.65,3697.77,False,False,True,1
2982,15,13,11.71,2500.56,False,False,True,0
18881,54,6,19.05,3558.78,False,False,False,1
32623,65,29,27.67,4772.8,False,False,False,1
47214,48,20,22.94,5126.0,False,False,True,2
27237,39,41,15.33,4495.21,False,False,True,1
27288,32,42,11.26,4518.12,False,False,False,1
30257,72,10,33.34,3816.15,False,True,False,1
49653,89,37,26.33,5980.98,False,False,True,2
26349,88,46,10.79,5563.48,True,False,True,2
37629,17,14,21.58,3723.56,False,True,True,1
41696,98,43,33.1,5809.3,False,False,False,2
14098,16,45,19.1,4169.39,True,False,True,1
37435,26,35,21.64,4773.54,False,False,False,1
8470,50,46,26.35,3761.75,False,False,False,1
25019,19,35,28.29,3549.48,False,True,False,1
16501,63,45,10.2,4854.04,True,False,False,1
13909,62,21,18.76,3141.67,False,True,True,0
802,17,40,20.5,2457.6,False,True,False,0
18523,79,45,22.39,5054.19,True,False,False,2
10003,3,47,10.74,3916.46,True,False,True,1
32684,99,38,34.99,5709.26,True,False,True,2
46039,41,36,31.89,5822.52,True,False,False,2
22063,92,8,33.62,4015.07,False,False,True,1
20008,99,41,11.55,4752.66,False,False,True,1
20433,78,30,29.41,4254.59,False,False,True,1
40474,82,6,21.1,5358.22,True,False,True,2
42787,40,48,23.38,5382.43,False,False,True,2
35696,70,47,10.4,4922.82,False,True,False,2
20837,1,13,26.45,3729.59,True,False,False,1
43259,33,41,30.12,4712.33,False,True,False,1
14112,3,17,21.0,2470.59,False,True,True,0
26022,24,21,29.31,4314.56,True,False,True,1
26119,34,27,29.2,4039.93,False,False,True,1
40248,68,20,30.71,4488.84,False,True,False,1
24395,60,5,15.03,3844.62,False,False,True,1
13880,28,19,24.15,3733.24,True,False,True,1
39163,12,44,10.73,4454.51,False,True,False,1
4472,15,34,21.32,2996.99,False,False,False,0
20316,69,29,11.85,4776.54,True,False,False,1
38067,14,23,26.61,3870.32,False,True,True,1
7138,60,27,34.94,3372.2,False,False,False,1
25417,49,49,22.92,4676.25,False,False,False,1
7040,4,20,22.82,2727.89,False,False,False,0
7679,58,32,28.94,4009.27,True,False,False,1
5257,74,12,12.58,3679.96,True,False,True,1
6868,36,6,14.81,3249.36,True,False,True,0
18940,44,33,23.53,3979.37,False,False,False,1
22427,8,13,26.21,3880.32,True,False,False,1
36744,71,40,30.41,5195.15,False,False,True,2
35411,67,23,30.46,4798.25,False,False,False,1
43701,7,12,18.49,3952.58,False,True,False,1
44827,94,34,27.86,5272.05,False,True,False,2
18405,38,24,19.24,3234.06,False,True,False,0
15523,52,1,27.67,3177.82,False,False,True,0
46000,39,41,33.57,5342.17,False,False,True,2
3520,59,13,21.37,3419.14,True,False,True,1
29926,32,43,27.22,4090.2,False,True,False,1
15359,36,13,19.89,2788.49,False,True,True,0
39782,84,26,16.19,5268.16,False,False,True,2
6871,26,19,33.73,2364.9,False,True,False,0
29234,39,17,34.43,3519.56,False,True,True,1
28435,9,22,21.98,4391.84,True,False,False,1
38373,1,27,20.26,4417.34,False,False,False,1
16208,73,40,15.37,4763.57,True,False,True,1
13781,99,29,12.46,4696.73,True,False,True,1
14635,19,27,12.28,3900.33,True,False,True,1
26463,57,21,31.59,4655.22,True,False,True,1
37938,98,17,11.14,5711.22,True,False,False,2
35546,52,4,26.35,4245.53,False,False,True,1
11289,11,26,18.42,3602.33,True,False,True,1
48788,53,11,31.31,5032.83,False,False,True,2
5945,16,23,34.38,2295.33,False,True,False,0
38109,62,39,15.16,4729.67,False,True,True,1
17225,6,9,30.23,2500.08,False,True,False,0
49270,28,38,23.08,5438.11,False,False,False,2
43020,32,34,11.75,4642.27,False,True,False,1
49638,29,15,20.88,4517.48,False,True,False,1
27130,7,34,14.73,4032.83,False,False,True,1
11583,48,17,23.29,3332.69,False,False,False,1
46663,15,28,11.5,4535.64,False,True,False,1
1779,84,14,31.84,3599.73,True,False,False,1
18588,7,17,19.39,3792.47,True,False,False,1
22680,62,21,16.37,4092.14,False,False,True,1
37698,4,21,11.07,4339.55,False,False,False,1
37648,60,18,21.25,4736.14,False,False,True,1
27990,85,31,23.93,5249.84,True,False,True,2
49768,51,22,34.91,5763.85,True,False,True,2
22227,56,49,12.86,4087.05,False,True,True,1
15898,83,20,29.5,3377.38,False,True,True,1
8406,25,36,19.48,2842.91,False,True,False,0
23779,92,6,18.96,4684.16,True,False,False,1
2550,97,45,34.58,4374.59,True,False,False,1
47719,92,7,32.82,5781.83,True,False,True,2
36112,17,42,28.54,4722.9,False,False,False,1
20456,50,6,33.53,3975.14,True,False,True,1
46265,68,38,18.13,6212.59,True,False,False,2
46526,14,20,27.93,4276.66,False,True,False,1
2262,36,49,16.09,2872.63,False,True,True,0
10681,71,47,19.75,4635.28,True,False,False,1
49438,93,17,13.31,5225.35,False,True,False,2
1935,96,28,30.73,3463.09,False,False,True,1
12036,61,47,26.75,4018.05,False,False,True,1
12612,65,5,28.73,2786.93,False,True,False,0
28288,52,19,31.72,3655.82,False,True,True,1
12055,52,28,19.62,3634.65,False,False,False,1
38758,7,41,10.05,5327.65,True,False,False,2
32380,1,21,19.77,4500.16,True,False,False,1
26392,13,9,12.69,3066.15,False,True,True,0
47956,8,22,34.4,5245.78,True,False,True,2
45580,26,1,29.63,4460.84,False,False,False,1
6276,75,36,33.11,3118.23,False,True,True,0
36340,33,20,16.2,4516.02,False,False,False,1
49270,19,39,11.26,5877.19,True,False,True,2
31790,46,31,27.09,4534.07,False,False,True,1
33820,56,8,21.32,4854.4,True,False,False,1
3073,33,17,17.03,2288.52,False,True,False,0
38743,65,23,10.2,4546.15,False,True,False,1
14494,2,9,32.68,2311.29,False,True,False,0
12418,73,13,17.02,3525.79,False,False,True,1
10024,54,40,10.49,3838.73,False,False,False,1
24070,2,49,24.59,3580.56,False,True,True,1
47690,39,11,33.49,4377.04,False,True,False,1
17014,91,8,26.94,4336.02,True,False,False,1
26515,45,25,33.47,4658.38,True,False,False,1
14359,69,40,19.94,4658.27,True,False,False,1
9320,40,44,21.16,3140.2,False,True,True,0
26517,64,29,15.46,4468.57,False,False,True,1
34223,98,6,29.74,5212.46,True,False,False,2
39025,86,10,22.42,4949.14,False,False,False,2
5203,86,14,20.59,2797.21,False,True,True,0
29986,93,9,19.04,4514.09,False,False,True,1
25650,21,28,25.14,3976.81,False,False,False,1
26623,37,11,23.25,3304.91,False,True,True,1
47117,83,45,11.05,6530.6,True,False,True,2
21616,26,48,32.4,4688.81,True,False,False,1
32360,40,13,29.55,3630.24,False,True,True,1
11925,76,9,23.05,2921.01,False,True,True,0
34162,48,26,33.54,4090.41,False,True,False,1
2469,92,41,13.26,3797.14,False,False,True,1
7222,44,39,34.91,2906.57,False,True,True,0
30720,3,15,10.22,3314.91,False,True,True,1
28673,31,15,11.19,3487.69,False,True,True,1
16809,49,26,16.35,3818.71,False,False,False,1
33281,6,26,17.8,4205.07,False,False,False,1
25438,21,16,23.73,4233.24,True,False,False,1
48138,85,22,19.9,5147.4,False,True,False,2
36446,92,43,16.56,6069.51,True,False,False,2
48408,2,15,27.49,4102.94,False,True,True,1
28970,23,49,21.63,5050.37,True,False,True,2
45133,39,39,13.3,4910.15,False,True,False,1
31311,60,27,17.31,5168.99,True,False,False,2
45528,32,32,28.7,4592.9,False,True,True,1
30475,92,3,13.61,4935.7,True,False,True,2
32919,92,8,27.03,4640.78,False,False,False,1
32205,21,17,15.18,4634.34,True,False,False,1
41100,8,49,20.38,5063.09,False,False,False,2
25503,95,9,17.83,4366.0,False,False,False,1
36685,63,12,22.54,4091.56,False,True,True,1
8313,4,43,23.99,2745.7,False,True,False,0
12675,2,47,11.93,4034.11,True,False,True,1
16871,93,38,33.96,4413.74,False,False,False,1
2639,21,25,22.54,2779.25,False,False,False,0
47795,9,15,34.61,5156.72,True,False,False,2
10150,31,15,33.79,2998.57,False,False,False,0
3541,80,7,29.86,3467.74,True,False,True,1
27160,10,19,21.96,3778.19,False,False,False,1
26655,70,48,17.14,5407.04,True,False,True,2
41624,87,20,32.78,5237.3,False,False,False,2
23616,86,33,18.76,5107.0,True,False,True,2
48864,68,11,29.85,5693.96,True,False,True,2
11883,54,48,14.77,3570.31,False,True,False,1
24527,30,11,18.62,3653.25,False,False,True,1
37811,25,22,19.14,4534.85,False,False,False,1
20041,80,49,22.83,4217.88,False,True,False,1
9610,66,1,20.77,2556.63,False,True,True,0
42346,20,37,33.31,5390.76,True,False,True,2
15548,98,45,18.19,4616.46,False,False,False,1
11882,17,2,31.5,3146.62,True,False,True,0
38658,55,45,23.86,4813.61,False,True,False,1
3219,27,13,17.65,2602.69,False,False,True,0
37266,88,31,21.87,5753.93,True,False,True,2
37301,38,35,20.22,5393.95,True,False,False,2
23893,18,37,31.43,3507.49,False,True,False,1
49981,2,18,27.43,5241.89,True,False,True,2
14075,72,27,15.1,3388.25,False,True,True,1
43323,15,4,33.67,4727.81,True,False,True,1
27116,51,16,22.81,3571.76,False,True,True,1
45584,52,11,20.78,5415.31,True,False,True,2
16350,14,38,18.39,3675.54,False,False,False,1
32383,88,47,28.41,4847.12,False,True,False,1
10677,97,12,14.15,4173.1,True,False,True,1
6204,63,35,17.94,3100.51,False,True,False,0
46667,39,1,30.88,4638.97,False,False,False,1
24363,10,35,25.87,3938.82,False,False,False,1
35201,67,9,21.08,4504.67,False,False,True,1
23034,29,14,33.52,4104.1,True,False,False,1
781,4,34,22.51,2696.49,False,False,False,0
31023,97,23,20.52,4378.55,False,True,True,1
32466,29,26,15.49,4905.84,True,False,False,1
18809,12,27,29.52,3002.83,False,True,False,0
18264,49,34,22.35,3471.43,False,True,True,1
25360,34,26,14.98,4103.09,False,False,False,1
15163,11,40,11.06,3612.86,False,False,True,1
33481,90,26,23.91,4524.49,False,True,False,1
44741,78,12,32.66,5143.73,False,False,False,2
2698,22,37,19.58,3496.99,True,False,True,1
45069,37,17,20.4,4361.43,False,True,True,1
37179,82,22,14.12,5048.34,False,False,True,2
46663,55,1,22.99,5338.19,True,False,False,2
42344,5,30,32.29,4155.74,False,True,False,1
33687,90,14,13.13,4798.68,False,False,True,1
30948,96,37,20.06,5147.11,False,False,True,2
27338,37,49,33.14,4601.21,False,False,False,1
44986,5,41,29.42,5472.2,True,False,True,2
34875,63,24,33.71,4235.19,False,True,False,1
3749,11,4,21.49,2769.99,True,False,True,0
1119,11,29,19.96,3196.17,True,False,False,0
13176,2,47,11.58,3060.91,False,True,True,0
45423,22,2,16.32,4449.57,False,False,True,1
7505,70,41,19.04,3350.06,False,True,False,1
46903,30,3,27.65,4116.88,False,True,False,1
32784,10,11,19.06,4363.9,True,False,True,1
4925,30,36,18.33,2724.62,False,True,False,0
49151,45,45,15.8,6228.54,True,False,True,2
10826,21,28,17.38,3724.42,True,False,True,1
40559,32,38,30.26,4956.67,False,False,True,2
44564,58,21,26.4,5646.19,True,False,False,2
37614,11,12,14.63,3657.53,False,True,True,1
9446,43,47,20.27,3290.94,False,True,False,0
10722,79,40,25.83,3496.97,False,True,True,1
30045,42,5,31.62,3364.13,False,True,True,1
41735,5,39,15.27,5340.39,True,False,True,2
20346,3,1,28.49,2924.87,False,False,True,0
6395,10,32,22.76,2495.93,False,True,False,0
30587,70,36,15.27,4873.0,False,False,True,1
20522,88,42,31.58,5088.21,True,False,True,2
40387,31,37,20.24,5518.13,True,False,False,2
15751,9,13,29.07,3542.19,True,False,False,1
18158,46,3,21.1,3372.41,False,False,False,1
20194,60,45,22.82,4895.61,True,False,True,1
8304,98,46,18.82,3771.12,False,True,False,1
3724,16,10,26.17,1915.37,False,True,True,0
10382,63,31,13.89,3699.65,False,False,True,1
29930,63,6,24.99,3621.53,False,True,True,1
42399,58,35,13.49,5332.5,False,False,True,2
33630,96,32,32.11,4620.93,False,True,True,1
26931,31,11,25.59,3798.62,False,False,False,1
4314,43,17,31.12,2330.09,False,True,True,0
27185,92,8,13.46,3921.95,False,True,False,1
23999,7,37,13.91,3490.41,False,True,False,1
16835,19,7,33.47,2554.39,False,True,False,0
17587,72,4,14.08,3658.93,False,False,False,1
12439,20,33,13.16,2966.16,False,True,False,0
28132,49,9,20.74,3522.9,False,True,False,1
46889,54,28,17.07,5359.1,False,False,True,2
49401,60,13,18.44,4787.86,False,True,False,1
26059,16,19,28.69,3249.48,False,True,False,0
5306,73,42,31.2,3229.31,False,True,False,0
15652,17,3,20.72,3408.98,True,False,True,1
37880,72,28,16.73,4640.37,False,True,False,1
25553,96,25,30.45,4635.4,False,False,False,1
45741,21,33,28.63,5063.9,False,False,False,2
35701,19,17,29.9,3665.55,False,True,True,1
26789,57,4,16.0,3459.45,False,True,False,1
34749,42,46,33.41,4410.42,False,True,True,1
8570,9,45,26.94,3833.81,True,False,False,1
31773,60,19,26.02,4988.57,True,False,False,2
32654,74,48,29.06,4687.39,False,True,True,1
48417,86,23,18.9,6146.35,True,False,True,2
44960,10,35,29.67,4449.66,False,True,False,1
14047,50,46,29.34,3525.66,False,True,False,1
26712,60,42,20.2,4224.59,False,True,False,1
11872,66,37,28.67,3900.25,False,False,False,1
11622,93,4,25.21,3965.05,True,False,True,1
9577,90,49,17.05,3773.61,False,True,True,1
838,34,45,23.29,3715.45,True,False,False,1
10016,85,8,24.61,3437.74,False,False,False,1
13487,39,32,30.67,3101.02,False,True,False,0
15399,24,2,24.28,2478.55,False,True,False,0
16978,48,14,12.46,3546.62,False,False,True,1
11746,1,18,24.76,2883.5,False,False,False,0
32913,21,8,13.77,3496.82,False,True,False,1
49582,63,37,32.14,6188.4,True,False,True,2
48802,85,9,14.35,5948.34,True,False,False,2
42152,47,21,27.7,4859.08,False,False,True,1
31980,2,33,30.43,4126.84,False,False,True,1
22304,74,29,11.39,4878.26,True,False,True,1
49958,33,8,28.35,4346.16,False,True,True,1
5353,20,18,32.04,2667.44,False,False,True,0
44913,55,48,25.1,6130.17,True,False,True,2
27157,67,38,21.08,4682.44,False,False,True,1
15860,95,32,16.24,4351.81,False,False,False,1
9823,32,5,17.67,3322.79,True,False,True,1
47324,30,32,25.49,4678.75,False,True,True,1
48785,84,6,20.48,4796.83,False,True,True,1
16063,8,24,30.91,3208.59,False,False,True,0
10593,32,19,23.55,3161.9,False,False,False,0
37511,47,45,25.14,5669.86,True,False,False,2
32696,19,37,24.33,4443.15,False,False,True,1
25564,87,34,15.2,4802.21,False,False,False,1
36624,74,30,30.45,4518.97,False,True,True,1
38284,36,8,12.75,4370.44,False,False,True,1
28904,3,3,32.11,3424.66,False,False,False,1
9700,20,35,27.42,3297.91,False,False,False,0
26899,36,45,25.43,4977.79,True,False,True,2
1422,44,24,16.79,3457.17,True,False,False,1
39065,94,38,16.96,5568.44,False,False,True,2
2328,69,16,12.36,3114.61,False,False,False,0
27484,47,48,28.79,4160.27,False,True,True,1
20415,35,5,31.08,2815.34,False,True,True,0
33620,98,5,12.47,4748.66,False,False,False,1
18102,21,35,31.59,4207.14,True,False,False,1
9708,70,24,31.32,4008.78,True,False,True,1
16532,8,18,32.12,2605.98,False,True,True,0
34516,75,15,23.3,5209.3,True,False,False,2
36237,45,23,29.86,4622.54,False,False,False,1
31061,94,17,11.66,4274.73,False,True,True,1
20991,83,29,31.85,4300.28,False,False,True,1
21306,21,35,27.24,3889.08,False,False,False,1
3889,21,40,27.75,3115.68,False,False,False,0
11802,15,34,10.25,2868.84,False,True,True,0
7509,30,18,10.51,2532.88,False,True,False,0
39350,77,11,12.22,4946.38,False,False,False,2
44142,62,38,30.82,4983.0,False,True,False,2
29759,94,14,28.28,4616.56,False,False,False,1
21927,95,10,33.51,4628.8,True,False,False,1
47564,23,44,25.48,4860.8,False,True,True,1
7145,67,37,21.23,4211.11,True,False,False,1
17153,9,1,34.06,2347.37,False,True,False,0
12245,85,4,22.85,3428.02,False,False,True,1
42398,44,22,30.32,5348.31,True,False,True,2
8936,38,24,23.33,3240.14,False,False,False,0
21788,21,9,21.56,3371.6,False,False,True,1
20494,18,9,15.93,3305.06,False,False,True,1
20478,80,41,20.69,5040.46,True,False,True,2
2470,65,46,20.94,3138.81,False,True,False,0
1045,60,46,24.71,2948.69,False,True,True,0
29029,82,30,21.74,5262.76,True,False,True,2
5099,39,6,16.24,2683.73,False,False,True,0
36908,60,9,28.82,4531.32,False,False,False,1
30281,46,12,20.46,4611.73,True,False,True,1
48775,54,27,17.78,4979.87,False,True,False,2
48337,69,44,15.67,6458.51,True,False,False,2
34893,86,28,16.18,5633.76,True,False,False,2
5280,49,26,30.56,3121.19,False,False,True,0
15828,52,11,29.55,2883.63,False,True,True,0
26212,35,1,23.3,3064.11,False,True,True,0
14419,68,44,23.95,3661.21,False,True,True,1
12194,7,22,14.67,3546.34,True,False,True,1
39562,88,20,32.18,5147.21,False,False,False,2
8348,67,37,16.48,3244.98,False,True,True,0
15813,57,11,31.4,3423.63,False,False,True,1
